It\'s Your World -- Change It!,,,,,,,,,,,,,,,,,,,,
,Computer Expert,,Every step has three choices. Do ONE choice to complete each step.,,,,,,,,,,,,,,,,,
,3,Make a simple pot, , , , , , , , , , , , , , , ,,,Pots have been made from clay for thousands of years. Pots do more than hold flowers! People carry water; eat food; and drink form them. Make your own simple pot. You could use it to hold jewelry; candy; or pencils.
,,Make a pinch pot,,,,,,,,,,,,,,,,,,\"Make a pinch pot. See the direction for help. Hint: In step 2; start pinching at the bottom of your container and move slowly to the top.\"
,,Make a coil pot,,,,,,,,,,,,,,,,,,\"Make a coil pot. A coil pot is made from \"\"coils\"\" of clay. See the directions for help.FOR MORE FUN: Stack your coils into interesting shapes!\"
,,Make a slab pot,,,,,,,,,,,,,,,,,,\"Make a slab pot. A slab is a piece of clay rolled flat. See the directions for help.FOR MORE FUN: Try building a pot on a triangular or square base.\"
,4,Make an art piece, , , , , , , , , , , , , , , ,,,Make some clay decoration.
,,Decorate a tile,,,,,,,,,,,,,,,,,,\"Decorate a tile. Turn a square of clay into art. Try making a handprint or stamping a design with rubber stamps. You can also use small tools; like a pencil or tweezers; to draw designs in your tile. When it\'s dry; paint it with acrylic paints.FOR MORE FUN: Find pictures of tiles from other countries and copy one of the designs.\"
,,Make a pinch or slab sculpture,,,,,,,,,,,,,,,,,,\"Make a pinch or slab sculpture. Make a clay sculpture of a house; pet; car; or animal. Make \"\"hair;\"\" grass; or other decoration by squeezing clay through a garlic press.FOR MORE FUN: Make a sculpture of something you like to imagine; like a castle or a spaceship.\"
,,Make beads for jewelry,,,,,,,,,,,,,,,,,,Make beads for jewelry. Roll balls of clay into beads. Then use a straw; toothpick; or pencil to make holes so you can string them together. You could make them out of colored modeling clay or paint plain clay.
,5,Paint and glaze!, , , , , , , , , , , , , , , ,,,Glaze is special clay paint. It changes in heat to make bright colors and add shine. Make sure a potter or teacher helps you use glaze.
,,Dip your pottery,,,,,,,,,,,,,,,,,,Dip your pottery. Fill a container with glaze and dip your pot in. Make sure there is extra room in the container so it doesn\'t overflow. Keep your pottery level and use slow movements.
,,Paint on glaze,,,,,,,,,,,,,,,,,,Paint on glaze. Using a regular paintbrush; paint glaze on your pottery. Try to paint evenly-that means with the same amount on all parts of the pot. (If you dipped your pottery first; let that dry before you start painting.)
,,Sponge paint your pottery,,,,,,,,,,,,,,,,,,Sponge paint your pottery. Dip your sponge in the glaze. Press it gently onto your pottery. You can use different glaze colors and sponges in different shapes. A sponge gives a cool pattern to glaze.
,Household Elf,,,,,,,,,,,,,,,,,,,
,1,Save energy,,,,,,,,,,,,,,,,,,When you sleep; you\'re saving your energy so you can play more when you wake up. Saving energy in your house is important; too. That helps make sure Earth doesn\'t run out of energy that makes electricity. It costs less for your family; too.
,,Be a light-saver,,,,,,,,,,,,,,,,,,Be a light-saver. For one week; make sure lights are turned off in rooms no one is using. Are there other energy-users you can switch off; too?
,,Go on an energy scavenger hunt,,,,,,,,,,,,,,,,,,\"Go on an energy scavenger hunt. With your family; look for appliances and electronics that are plugged in when they\'re not in use. Some of these things use energy; called \"\"standby power;\"\" even if they\'re not turned on! Together; make a plan to conserve energy for one week.FOR MORE FUN: Ask a staff member at a home-improvement store how power strips can help you save standby power.\"
,,Find out about three ways to use,,,,,,,,,,,,,,,,,,Find out about three ways to use less energy. Then make a plan with your family to be more efficient energy users. (Being efficient means you\'re careful to use only what you really need.) You might replace five regular lightbulbs with energy-saving fluorescent bulbs; clean the lint filter after every dryer load so drying takes less energy; or wash with cold water instead of using energy to heat water.
,2,Save water, , , , , , , , , , , , , , , ,,,One of the planet\'s most important resources is water. Everyone needs to protect it; or one day we could run out! Try one of these ways to save water at your own home.
,,Use less water by taking shorter,,,,,,,,,,,,,,,,,,\"Use less water by taking shorter baths or showers for one week. Did you know that for every minute you shower; you use about five gallons of water? That means if you take a 10-minute shower; you\'ve used 50 gallons of water. And a bathtub holds 60 gallons of water! Try to trim your shower time to save water. If you take a bath; fill the tub only half full. FOR MORE FUN: Shower like Cousin Cloudberry for some water-saving fun.\"
,,Turn off the faucet when brushing,,,,,,,,,,,,,,,,,,Turn off the faucet when brushing your teeth. An average running faucet uses about two to three gallons per minute. If you left the faucet on for five minutes while you brushed your teeth; that means you waasted nearly 15 gallons of water! Make a sign to put next to the sink to remind your family to do the same.
,,Find three ways to save water,,,,,,,,,,,,,,,,,,Find three ways to save water. Then team up with your family to make a water-saving plan. Try following the plan for two weeks. Need some ideas to start? Try running the dishwasher only when it\'s full; or when washing dishes; don\'t let the water run. What other ideas do you have?
,3,Go natural, , , , , , , , , , , , , , , ,,,Using natural products; or things that are made with ingredients found in nature; is better for our earth. Instead of a chemical or a plastic being created; you can reuse something you already have. Try one of these natural solutions to a household problem.
,,Make a natural cleaner,,,,,,,,,,,,,,,,,,Make a natural cleaner. Check the box on page 5 to find out how to make one for tiles or glass. Then use it to clean every week for a month. Be even greener by using a cloth or an old T-shirt instead of a paper towel!
,,Make a natural spray to use on,,,,,,,,,,,,,,,,,,Make a natural spray to use on plants; flowers; or vegetables. Look for directions in the sidebar. Then use the spray for two weeks and write down what you see. Did the spray help scare away bugs that hurt garden plants?
,,Take your own reusable bag to the,,,,,,,,,,,,,,,,,,\"Take your own reusable bag to the grocery store or when helping run errands. For one month; count how many times you used your bag-that\'s how many plastic ones you kept out of the environment! FOR MORE FUN: Decorate a cloth bag for you and your family to use when shopping.\"
,4,Reuse or recycle, , , , , , , , , , , , , , , ,,,Recycling is a great way to help the environment-and reusing things is great; too. When you send bottles; paper; and plastic away to the recycling plant; it takes energy to turn them into new products; but when you reuse something; you\'re keeping it out of the trash system altogether!
,,How much trash can you stash,,,,,,,,,,,,,,,,,,\"How much trash can you stash? Weigh your trash for a week. Then see how many pounds you can reduce in your trash. Make containers for different types of recycling; and help family members use them. Is there anything in your recycling you could reuse; such as old jars or plastic bags? FOR MORE FUN: Find out if your community has a composting plan; or if your family or a neighbor could use your compost. If so; make a container for compost; too!\"
,,Recycle plastic bags,,,,,,,,,,,,,,,,,,\"Recycle plastic bags. Collect 20 leftover plastic bags and take them back to a store that recycles them. Recycled plastic bags can be used to make plastic lumber for decks or swing sets and polar fleece for vests and coats! FOR MORE FUN: Set up a place at school where other kids can bring in plastic bags. With a parent; take what you collect for a month to a store for recycling.\"
,,Donate toys and clothes,,,,,,,,,,,,,,,,,,Donate toys and clothes. With your family; go through your toys and clothes and set aside what you don\'t play with or wear anymore. (Make sure anything in this pile is in good enough shape that someone else could use it.) Then go online together and find a place that accepts donations. Bag up your things and drop them off!
,5,Clear the air, , , , , , , , , , , , , , , ,,,The air we breather is important to how healthy we feel. The air inside your home can contain dust or chemicals that can cause you to sneeze or make it hard to breathe. Clean up the air in your home with one of these activities.
,,Clean or replace an air filter,,,,,,,,,,,,,,,,,,Clean or replace an air filter. Find out how filters help the air; then with an adult check the filters at your home. (If you have a central heating and air-conditioning unit; the filters might be in vents in the wall.) If they need cleaning or replacing; team up to follow the instructions to help do it.
,,Discover natural filters,,,,,,,,,,,,,,,,,,\"Discover natural filters. Put a plant or other natural air filter in your favorite room. For two weeks; notice if you can tell a difference in the air; and write down how you feel. FOR MORE FUN: Grow the plant from a seed; or decorate the plant pot. (Or both!)\"
,,Make a natural air freshener,,,,,,,,,,,,,,,,,,Make a natural air freshener. Work with an adult to make your own fresh scent for the house. Team up to boil 2 quarts of distilled water with 2 tablespoons of white vinegar. Add a few drops of scented oil or fruit and simmer for a few more minutes. One fresh scen to try is two sliced lemons with 1 tablespoon vanilla extract.
,Senses,,,,,,,,,,,,,,,,,,,
,1,Look around,,,,,,,,,,,,,,,,,,Explore your sense of sight by doing one of the following activities. Look out…there\'s fun ahead.
,,Hold a scavenger hunt in your,,,,,,,,,,,,,,,,,,\"Hold a scavenger hunt in your neighborhood or at a park. Find at least 10 tiny things; like a clover or an anthill. Bring a magnifying glass; and talk about how it helps your sense of sight. FOR MORE FUN: Hold your scavenger hunt on a night hike; with a flashlight. Before you go; find out why humans can see better with more light.\"
,,Play Kim\'s Game,,,,,,,,,,,,,,,,,,Play Kim\'s Game. Ask your volunteer to collect about 10 items and place them on a table; covered by a cloth. Sit around the table with friends. Lift the cloth for 10 seconds. Then re-cover the items and list what you saw. How many items could you remember? This game has been popular with Girl Scouts for nearly one hundred years!
,,Go on a window hunt,,,,,,,,,,,,,,,,,,Go on a window hunt. Partner with a friend and look out a window. Keep a list of how many human-made things you can see; like chairs; fences; or machines; and how many natural things; like animals; clouds; and trees. Who can find the most? Then find a different spot and play again.
,2,Listen to the world, , , , , , , , , , , , , , , ,,,The inside of your ear has hundreds of bones. Some of these bones are the tiniest in your body; but they can deliver big sounds! Open your ears by doing one of the following activities.
,,Listen for 10 different sounds,,,,,,,,,,,,,,,,,,Listen for 10 different sounds. If you\'re inside; listen for sounds outside (no peeking out a window!). Draw pictures of what might be making those sounds. If you\'re outside; blindfold yourself and tell a friend what you hear. Once you\'ve heard 10 sounds; trade places. Do you hear the same sounds as others?
,,Listen to sound boxes,,,,,,,,,,,,,,,,,,Listen to sound boxes. Take an empty container with a lid and 10 different objects; things such as a coin or a spoonful of rice. Look at the objects with a friend. Then blindfold her and put one of the objects in the container. Put on the lid and shake it. Can your friend guess which object is making noise? Do this for three objects; then switch places.
,,Wear safety earplugs to understand,,,,,,,,,,,,,,,,,,Wear safety earplugs to understand what it\'s like to lose some of your hearing. Listen to three different sounds for three minutes each; such as chirping birds of your favorite song; with earplugs in it. Take the earplugs out; and listen for a little bit longer. Talk about what it is like to hear the same sounds; but differently.
,3,Put your nose to work, , , , , , , , , , , , , , , ,,,One person might think something smells really good; while the next person thinks it smells really bad-everyone smells in a different way. Try out your nose in one of these choices.
,,Follow a friend using only your nose,,,,,,,,,,,,,,,,,,Follow a friend using only your nose! Have an adult help you find something with a strong scent; like a lemon slice or a cinnamon stick. Blindfold a friend; hold the item close to her nose; and see if she can follow you a short distance using her sense of smell. Now switch; and see if you can follow her.
,,Play a smelly game with your,,,,,,,,,,,,,,,,,,Play a smelly game with your friends. Find five containers with lids (old yogurt containers will work well) and mark a number on each. Put an item with a strong smell-such as an orange peel or coffee-into each container and poke holes in the lid. Write down the number of each container and what\'s inside. Now rearrange the containers and try to identify the item that is in each one; just by smell. Who can guess the most smells correctly?
,,Try sniffing out three different foods,,,,,,,,,,,,,,,,,,\"Try sniffing out three different foods. Put on a blindfold. Have someone else hold three different-but similar-foods under your nose; like three cheeses (such as cheddar; Swiss; mozzarella) or three kinds of citrus fruit (such as orange; grapefruit; lime). Guess what you think each food is; then find out if you\'re right. FOR MORE FUN: First; taste each food. Then; hold your nose and have someone else feed you each one. Do they taste the same as they did when you could smell them?\"
,4,Take a taste test, , , , , , , , , , , , , , , ,,,To use your sense of taste; you need your mouth and your tongue. These body parts taste food and then send signals to your brain to let you know what the flavor is and whether or not you like it.
,,\"Do a taste test with salty, sweet\",,,,,,,,,,,,,,,,,,\"Do a taste test with salty; sweet; bitter; and sour foods. Taste at least one thing with each flavor. Talk about which flavors you like best and which ones you like least. Do any of the foods have more than one flavor? FOR MORE FUN: Scientists know that we need saliva; or spit; to be able to taste. Try your taste test again; but wipe your tongue dry this time. Is anything different?\"
,,Look at the taste buds on a friend\'s,,,,,,,,,,,,,,,,,,\"Look at the taste buds on a friend\'s tongue. Without touching her tongue; use a safe; plastic magnifying glass to see her taste buds. Then let her look at yours. Talk about what they look like; and find out the scientific name for a taste bud and how many are on one tongue. FOR MORE FUN: Find out what makes someone a \"\"supertaster!\"\"\"
,,Explore how sight influences taste,,,,,,,,,,,,,,,,,,Explore how sight influences taste. With an adult; dye one food a different color than it was originally. You can try making blue milk or pink pancakes! Taste the food with its normal color; then its new color. Talk with your friends or family about whether it tastes different to you; and if you like the taste better if the food is a different color.
,5,Touch and feel, , , , , , , , , , , , , , , ,,,
,,Find things that have different,,,,,,,,,,,,,,,,,,
,,Try an arm or leg touch test,,,,,,,,,,,,,,,,,,
,,Try Braille,,,,,,,,,,,,,,,,,,
,Hiker,,,,,,,,,,,,,,,,,,,
,1,Decide where to go,,,,,,,,,,,,,,,,,,Find out where you can hike in your area. Some distances look short on a map; but they are actually quite long. Work with an adult to choose a hike that\'s perfect for you.
,,Find a trail,,,,,,,,,,,,,,,,,,Find a trail. Team up with an adult to find a local trail online; or find a book of trails in your area.
,,Ask an expert,,,,,,,,,,,,,,,,,,Ask an expert. Invite a park ranger or experienced hiker to talk to your group about local places to hike.
,,Choose something to see,,,,,,,,,,,,,,,,,,Choose something to see. Do you have a favorite plant or animal you\'d like to see? Is there a certain kind of tree you want to picnic under? Ask an experienced hiker to recommend a trail for you.
,2,Try out a hiking skill, , , , , , , , , , , , , , , ,,,Get ready before you hit the trail. The more hiking skills you have; the more fun it will be.
,,Learn to follow trail signs,,,,,,,,,,,,,,,,,,\"Learn to follow trail signs. Set up a mini trail with trail signs. Make it in your own backyard; park; or school playground. Then ask your Brownie sisters to follow it. FOR MORE FUN: Decorate a walking stick. (What kind of tree did your stick some from?)\"
,,Practice observation on a,,,,,,,,,,,,,,,,,,\"Practice observation on a neighborhood safari. Before you go; make a simple map of your route. Then make three groups. One group will be \"\"trailblazers.\"\" They\'re in charge of directions and will trace them on the map as you go. Another group will be \"\"plant detectives.\"\" They\'ll write down all the plants they see. The third group will be \"\"animal and bug detectives.\"\" They\'ll write down all the animals and bugs they see.\"
,,Know the trail,,,,,,,,,,,,,,,,,,\"Know the trail. Trace the trail you will hike on a new piece of paper. Then talk with your friends about where you might see hills; streams; trees; flowers; and animals. Sketch them on your map. FOR MORE FUN: Take your map with you on the hike. Were you right about what you would see?\"
,3,Pick the right gear, , , , , , , , , , , , , , , ,,,Just like you can\'t play sports without the right equipment (playing soccer without a ball would be pretty tough!); you can\'t hike without the right gear. By the end of this step; you should haqve your hiker backpack ready.
,,Visit an outdoor store,,,,,,,,,,,,,,,,,,Visit an outdoor store. Ask a staff member to teach you about great hiking gear.
,,Ask an older Girl Scout,,,,,,,,,,,,,,,,,,Ask an older Girl Scout. What does she pack for a hike?
,,Invite an experienced hiker to your,,,,,,,,,,,,,,,,,,Invite an experienced hiker to your meeting. Ask for gear tips.
,4,Pack a snack for energy, , , , , , , , , , , , , , , ,,,You\'ll need to keep up your energy on your hike. Pick your favorite healthy snack to take with you on the trail.
,,GORP,,,,,,,,,,,,,,,,,,GORP. Good Old Raisins and Peanuts taste great-and help keep your energy up! Pick your own ingredients; or invite your Brownie sisters to each contribute an ingredient. Try using nuts; dried fruit; chocolate chips; pretzels; or yogurt chips. Then mix it up in a big bowl and store in small zipper-close plastic bags.
,,\"Make a \"\"walking salad\"\"\",,,,,,,,,,,,,,,,,,\"Make a \"\"walking salad.\"\" A walking salad is one that is easy to carry and eat on a hike. You make up your own. Use any raw vegetables and fruits. How about celery or carrot sticks wrapped in a lettuce leaf?\"
,,\"Bring a \"\"nose-bag lunch\"\"\",,,,,,,,,,,,,,,,,,\"Bring a \"\"nose-bag lunch\"\"! These are named after the lunches horses carry around with them; hanging in a bag around their noses! Your bag can have whatever delicious lunch items you want; as long as they\'re easy to carry.\"
,5,Go on your hike!, , , , , , , , , , , , , , , ,,,You have your map; your backpack; and your new hiking skills. You\'re ready to go! Now choose a game to play as you hike along-and maybe even learn a new song.
,,Have a scavenger hunt,,,,,,,,,,,,,,,,,,Have a scavenger hunt. Make a list of ten things you might find along your trail. It might be a smooth rock; a yellow leaf; an acorn; or a pinecone.
,,\"Play \"\"I Spy\"\"\",,,,,,,,,,,,,,,,,,\"Play \"\"I Spy.\"\" Start with the rainbow and find something in each color. Or try to find things that start with each letter of the alphabet!\"
,,Do a detective hike,,,,,,,,,,,,,,,,,,\"Do a detective hike. Bring a guidebook and identify new leaves or tracks on the trail. FOR MORE FUN: Try to be totally silent for one minute on your hike. What new sounds can you hear?\"
,My Great Day,,,,,,,,,,,,,,,,,,,
,1,Start your day right,,,,,,,,,,,,,,,,,,Get going in the right direction as soon asyou wake up! Do one of thse activities for two weeks. (Doing something for two weeks trains your mind and body.)
,,Set your alarm,,,,,,,,,,,,,,,,,,\"Set your alarm. Find out how to use an alarm; then use one to wake you up. How long does it take you to get ready for the day ahead? What time should you set your alarm for on a school day? FOR MORE FUN: Make up a fun dance to get you moving in the morning.\"
,,Lay out your clothes,,,,,,,,,,,,,,,,,,\"Lay out your clothes. Check the next day\'s weather forecast before bed; and pick clothes suited to the weather. Make reusable weather symbols; like a sun; cloud; and snowflake. Each day; post the next day\'s weather so you and your family can plan what to wear. FOR MORE FUN: Try a weather relay with friends (see box).\"
,,Make your bed,,,,,,,,,,,,,,,,,,\"Make your bed. With your Brownie friends; find out how to make a bed really well. Then create a \"\"bed-making\"\" song. (Change the words to a favorite song or nursery rhyme like \"\"Row; Row; Row Your Boat.\"\") Sing it while you make your bed!\"
,2,Sort out your stuff, , , , , , , , , , , , , , , ,,,Sort your school supplies; favorite playthings; or clothes. Then practice keeping up your new system. For two weeks; check every day to make sure your things stay where they belong!
,,Sort your school supplies,,,,,,,,,,,,,,,,,,\"Sort your school supplies. Make a list of the items you need to take to school every day. Then choose a place to be your \"\"school set-up area;\"\" and keep your supplies there. Post your list nearby to check that you have each item each day. FOR MORE FUN: Ask someone in your family to help you put dividers in a binder to keep papers for different subjects. Have a pocket for notes from school; so you can share news with your family!\"
,,Make and label play-stuff bins,,,,,,,,,,,,,,,,,,\"Make and label play-stuff bins. Use shoe boxes for smaller stuff like that could easily get lost. Use larger bins with lids for stuffed animals or games. Label boxes with words or pictures. When you put things away; play \"\"match the label\"\" to find the right bin. Next time you want to play; your space will be clean; and everything will be easy to find!\"
,,Organize your clothes,,,,,,,,,,,,,,,,,,\"Organize your clothes. First; find the clothes you wear most often. Keep those in drawers or closet spaces that are easy to reach. Put clothes for another season in a less-used area of your closet. Ask your family if you can give away clothes that are too small. Then; get a dirty-clothes hamper! FOR MORE FUN: Decorate your hamper like an animal or a basketball hoop; and make a game out of using it!\"
,3,Make homework a breeze, , , , , , , , , , , , , , , ,,,Get your homework done more easily by making one of these small changes.
,,Create your own homework space,,,,,,,,,,,,,,,,,,Create your own homework space. When you\'re doing homework; it\'s best to find a place where nothing can bother you. Decorate the space-a corner; nook; or even lap desk-with artwork so you\'ll like spending time there. Having a special space will help you stay organized; so you can get your schoolwork done better and more quickly.
,,Make a homework station,,,,,,,,,,,,,,,,,,\"Make a homework station. If your homework is always in the same place; you won\'t forget to have someone check it; and you won\'t forget to take it to school! Use one side of a shirt box. Wrap it in cool paper. Add your name and some decoration. FOR MORE FUN: Make an organizer box for each person in your family. Sometimes adults need help with their papers; too!\"
,,Make a homework schedule,,,,,,,,,,,,,,,,,,Make a homework schedule. If you procrastinate; make a schedule! Write down your activities for each day; and include a set time for homework. Stick to your homework time for two weeks!
,4,Plan ahead, , , , , , , , , , , , , , , ,,,The best way to stay organized is to plan ahead so you aren\'t rushed when you need to do something.
,,\"Make a \"\"special dates\"\" calendar\",,,,,,,,,,,,,,,,,,\"Make a \"\"special dates\"\" calendar. Create a calendar for your family that lists birthdays; vacations; holidays; and other important dates everyone should remember. Or make it a Brownie group calendar that shows when you\'ll do your activities; who\'ll bring snack; and special group reminders.\"
,,Make a family activities schedule,,,,,,,,,,,,,,,,,,\"Make a family activities schedule. Help keep your busy family organized and on time. Use a predesigned calendar; make your own; or just write one on paper; a chalkboard; or a bulleting board. Ask family members about work and sports schedules; and appointments. FOR MORE FUN: Use different colored stickers for each member of your family.\"
,,Be a family grocery helper,,,,,,,,,,,,,,,,,,Be a family grocery helper. Work with your family to make the grocery list for two weeks. Keep track of who likes to eat what; and how much you think they might need. Check your refrigerator and pantry for what needs to be replaced.
,5,Help others get organized, , , , , , , , , , , , , , , ,,,For this step; ask the people in charge of the place you want to organize what you can do; and tell them some of your ideas. Decide together what would be most useful. When you\'re done; talk with your friends about how it felt to help out.
,,Organize a Girl Scout place,,,,,,,,,,,,,,,,,,Organize a Girl Scout place. This could be your Brownie meeting space or a place on a camp property.
,,Organize a community place,,,,,,,,,,,,,,,,,,Organize a community place. What about organizing your school\'s gym supply room; sorting materials in an arts space at a place of worship; or making useful decorations for the public library?
,,\"Help a relative, friend, or neighbor\",,,,,,,,,,,,,,,,,,Help a relative; friend; or neighbor. Maybe you can help them organize a home office; a pantry where food is kept; or an area in their garage.
,Letterboxer,,,,,,,,,,,,,,,,,,,
,1,Get started with letterboxing,,,,,,,,,,,,,,,,,,You are going on a special search in this badge-a search for a real-life hidden treasure. But you have to get ready before you go! Use one of these choices to help you.
,,Make a letterboxing dictionary,,,,,,,,,,,,,,,,,,\"Make a letterboxing dictionary. You-and your friends and family who come along-might not know much about letterboxing. With an adult; go online to find out about the special language of letterboxing. Write the meanings down so you remember them. Hitchhiker Parasite Huckoo clue Microbox\"
,,Think of hiding places,,,,,,,,,,,,,,,,,,\"Think of hiding places. Find out about good places to hide your letterboxes. Then draw a map of 10 great hiding spots in your area; or mark them on a map. FOR MORE FUN: Look at where letterboxes are already hidden in your area. Did you think of the same places?\"
,,\"Practice your \"\"seeking\"\" skills\",,,,,,,,,,,,,,,,,,\"Practice your \"\"seeking\"\" skills. Have your family or friends hide five or six objects around the house. Can you follow their clues to find the objects? FOR MORE FUN: Race against a friend to find the objects first! Then switch places and hide objects for them to find.\"
,2,Find your own stamp, , , , , , , , , , , , , , , ,,,Stamps are an important part of letterboxing. You use your own stamp to mark a special book in the letterboxes you visit. And you mark your own notebook with a stamp from inside the box. Then you can show others where you have gone on your Brownie adventure! (The more letterboxes you find; the more stamps you\'ll have in your book.)
,,Cut your own stamp from craft foam,,,,,,,,,,,,,,,,,,Cut your own stamp from craft foam. Use foam that already has glue on the back and stickit to a jar lid or piece of wood to make your stamp sturdy. If it doesn\'t already have glue; with an adult\'s help; use spray glue. Then press your stamp onto an ink pad and test it.
,,Use a stamp-making kit from a,,,,,,,,,,,,,,,,,,Use a stamp-making kit from a craft store. Some craft stores sell kits that include all the things you need to make a stamp. Add some personal style to the stamp to make it unique.
,,Choose a special stamp,,,,,,,,,,,,,,,,,,Choose a special stamp. This could be a stamp you already have; or one you find with a family member at the store. Or you can borrow a stamp from a friend.
,3,Practice solving clues, , , , , , , , , , , , , , , ,,,\"Some letterbox clues tell you exactly where to go; like \"\"go past the big tree\"\" or \"\"cross the stream.\"\" And some are more mysterious-they are poems or riddles. Get better at solving clues by learning to write them! When you\'ve made your clue; share it with Brownie friends so they can try to solve it.\"
,,Create a fill-in-the-blank clue,,,,,,,,,,,,,,,,,,\"Create a fill-in-the-blank clue. Write a hint; then replace a word with a blank. Then write a question that will help the letterbox seeker figure out the missing word.   Example: Look _____ the slide at the park.   Question: What is the opposite of over? The seeker answers under; and the clue is done: Look under the slide at the park.\"
,,Create a scramble,,,,,,,,,,,,,,,,,,\"Create a scramble. Scramble the letters of the words in each clue. For example; the last letter of every word could become the first.  Example: Kool rndeu eht elids ta eht karp = Look under the slide at the park.\"
,,Create a number code clue,,,,,,,,,,,,,,,,,,Create a number code clue. Each number in the hint becomes a letter! Use the code in the box to the right to help you write and solve your clue. Each letter of the alphabet is a number.
,4,Search for a letterbox, , , , , , , , , , , , , , , ,,,Grab your gear and choose a letterbox to find. Make it a great adventure for you and your Brownie friends. You can hike; pack a picnic; and see new places! (Ask an adult to help you use an online letterboxing site for a list of active letterboxes near you.)
,,Go on a letterbox search using a,,,,,,,,,,,,,,,,,,Go on a letterbox search using a compass. Search for a letterbox where you have to use a compass to find it.
,,Go on an adventure in a new place,,,,,,,,,,,,,,,,,,Go on an adventure in a new place. Go for a letterbox search in a place you\'ve never been to before.
,,Go on a letterbox search that ,,,,,,,,,,,,,,,,,,Go on a letterbox search that involves a brain puzzle. Most letterboxes make the seekers figure out clues to get to the location. Are you up for the challenge?
,5,Make a letterbox, , , , , , , , , , , , , , , ,,,Letterboxes aren\'t just for finding…someone has to hide them; too! Create your own letterbox for others to find. Ask an adult for help.
,,Hide a letterbox in your yard,,,,,,,,,,,,,,,,,,Hide a letterbox in your yard. The next time someone new is visiting; test their searching skills by asking them to find your letterbox. Make sure you write clues on how they can find it.
,,Hide a letterbox along a nearby,,,,,,,,,,,,,,,,,,\"Hide a letterbox along a nearby trail. With the help of an adult; post the letterbox clues to an online site so others can search for it. FOR MORE FUN: Theme your clues around your favorite book.\"
,,Hide a letterbox using compass,,,,,,,,,,,,,,,,,,Hide a letterbox using compass clues. Post the letterbox to an online site so others can search for it.
,Pets,,,,,,,,,,,,,,,,,,,
,1,Find out what care different pets,,,,,,,,,,,,,,,,,,Pets are as different as the people who love them. Play Pet Bingo to find out which pet would be the best fit for you.
,,Play bingo at a pet store,,,,,,,,,,,,,,,,,,Play bingo at a pet store. Ask the staff for help!
,,Play bingo at a veterinarian\'s office,,,,,,,,,,,,,,,,,,Play bingo at a veterinarian\'s office. You might also ask a vet or vet\'s assistant to visit your group.
,,Play bingo online,,,,,,,,,,,,,,,,,,Play bingo online. Team up with an adult and your Brownie friends to research pets on the Web.
,2,Keep a pet comfy, , , , , , , , , , , , , , , ,,,Pets need a clean and comfortable place to live-if their cage; tank; or doghouse is dirty; they can get sick. Learn what one pet needs to have a home sweet home.
,,Be the cage or tank cleaner,,,,,,,,,,,,,,,,,,\"Be the cage or tank cleaner. For two weeks; take charge of the cleaning for a fish; hamster; bird; cat; or other pet with its own little house or litter box. FOR MORE FUN: Make an aquarium castle with a recycled plastic bottle. Be sure the plastic is safe for the fish before you start.\"
,,Learn how to muck out a stall,,,,,,,,,,,,,,,,,,Learn how to muck out a stall. Team up with an adult and find out how to clean a horse\'s stall. Help at a stable by doing it three times.
,,Make a cozy sleeping space for a,,,,,,,,,,,,,,,,,,Make a cozy sleeping space for a pet. Find out how the pet likes to sleep; and then make a bed for a cat or a dog; or a sleeping nook for a hamster or guinea pig.
,3,Help a pet stay healthy and safe, , , , , , , , , , , , , , , ,,,Just like humans; pets need special care to stay healthy. Find out about how to keep them safe; feeling good; and looking good; too.
,,Ask a veterinarian about health,,,,,,,,,,,,,,,,,,Ask a veterinarian about health issues for three pets. What are common sicknesses? Does the pet need any special shots? Make a list that shows each pet; its possible health issues; and how you would keep it healthy. Share you lists with pet owners!
,,Help a dog get exercise for one,,,,,,,,,,,,,,,,,,\"Help a dog get exercise for one week. Team up with an adult to walk a dog or take it to a dog park. Decide where to go based on the weather; how much exercise the dog needs; and where it is safe and fun. FOR MORE FUN: Draw a map of the best place to walk a dog in your neighborhood and share it with dog owners.\"
,,Find out how to keep different,,,,,,,,,,,,,,,,,,Find out how to keep different pets looking good. Pick three pets and find out how often they have to be washed or brushed and any other special care tips. Then try out what you\'ve learned by grooming a pet.
,4,Make a pet feel loved, , , , , , , , , , , , , , , ,,,Pets need attention; hugs; and kind words; as well as lots of time to have fun and play. Learning to be a good pet owner is like learning to be a good parent!
,,Make up a game to play with a pet,,,,,,,,,,,,,,,,,,Make up a game to play with a pet. It might be throw-and-catch for a dog; or a game with a feather toy for a cat. Write your game down so you can share it with others. Then play the game!
,,Make a simple pet toy,,,,,,,,,,,,,,,,,,Make a simple pet toy. You could fill an old sock with catnip; knot the top; and leave it for a cat to play with. Or make a sock doll to keep a dog happy.
,,Learn about how three different,,,,,,,,,,,,,,,,,,\"Learn about how three different kinds of pets communicate their feelings. For example; a happy cat often purrs; and a dog that wants a walk might scratch at a door. Share what you\'ve learned by playing animal charades. Have friends or family guess which pet you are and what you\'re feeling. FOR MORE FUN: Make a list of a pet\'s 10 favorite things (like games; treats; and toys). Post it where people who love the pet can see it.\"
,5,Feed a pet, , , , , , , , , , , , , , , ,,,One of the most important responsibilities of a pet owner is knowing what her pet eats; how much it needs to eat; and what it can\'t eat. And; of course; making sure there\'s food ready when the pet gets hungry.
